Category,Outbreak,Location 1 1,Location 1 2 1,Location 1 2 2,Continent,Lat,Long,Date,Year,Cases,Fatalities,Impact Scale,Source Citation,Source,Column 14,Column 15,Column 16,Column 17,Column 18,Column 19,Column 20,Column 21,Column 22,Column 23,Column 24,Column 25,Column 26,Column 27
Measles,Measles,U.S. ,"Washington, King County",,North America,47.56541,-122.00357,1/2013,2013.0,2.0,0.0,Isolated,"Gustafson, Jeanne, ""Klahanie Measles Case Reported,"" Sammamish-Issaquah Patch, January 30, 2012.",http://sammamish.patch.com/articles/klahanie-measles-case-reported,,,,,,,,,,,,,,
Measles,Measles,U.S. ,"Seattle, Washington",,North America,47.60621,-122.33207,7/2013,2013.0,2.0,0.0,Isolated,"Kirotv.com. ""Seattle officials' warning about local measles cases."" July 17, 2013.",http://www.kirotv.com/news/news/seattle-officals-warning-aboud-local-measles-cases/nYtXt/,,,,,,,,,,,,,,
Whooping Cough,Whooping Cough,U.S. ,Washington,,North America,47.28668,-119.28955,1/2012-1/2013,2013.0,4783.0,0.0,Epidemic,"Centers for Disease Control and Prevention, ""Pertussis (whooping cough) outbreaks,"" January 9, 2013.",http://www.cdc.gov/pertussis/outbreaks.html,,,,,,,,,,,,,,
Measles,Measles,U.S. ,Washington,,North America,47.54803,-121.9836,8/2013,2013.0,2.0,0.0,Isolated,"Snoqualmie Valley Record. ""Health officials announce public exposures to new Eastside measles case,"" September 11, 2013.",http://www.valleyrecord.com/community/223334261.html,,,,,,,,,,,,,,
Whooping Cough,Whooping Cough,U.S. ,"Wisconsin, Wood County",,North America,44.38358,-89.81735,1/2013-12/2013,2013.0,31.0,0.0,Epidemic,"Neupert, Raymond. ""Health officials seeing more pertussis cases in central Wisconsin."" WSAU. December 20, 2013.",http://wsau.com/news/articles/2013/dec/20/health-officials-seeing-more-pertussis-cases-in-central-wisconsin/,,,,,,,,,,,,,,
Whooping Cough,Whooping Cough,U.S. ,"Alabama, Mobile County",,North America,30.69537,-88.03989,4/2014-6/2014,2014.0,15.0,0.0,Cluster,"Fambro, Cassie. ""Whooping cough outbreak not slowing down in Mobile."" AL.com. June 20, 2014.",http://www.al.com/news/mobile/index.ssf/2014/06/whooping_cough_outbreak_not_sl.html,,,,,,,,,,,,,,
Whooping Cough,Whooping Cough,U.S. ,Alaska,,North America,64.83778,-147.71639,1/2014-11/2014,2014.0,130.0,0.0,Epidemic,"Newsminer.com. ""More than 100 cases of whooping cough reported in 2014 in Alaska."" January 4, 2015.",http://www.newsminer.com/features/health/more-than-cases-of-whooping-cough-reported-in-in-alaska/article_55b07906-94b4-11e4-bab0-2f9260573e86.html,,,,,,,,,,,,,,
Whooping Cough,Whooping Cough,U.S. ,California,,North America,37.467380,-126.339112,1/2014-12/2014,2014.0,10831.0,1.0,Epidemic,"Herriman, Robert. ""California pertussis cases top 10,000 for 2014."" Outbreak News Today. January 12, 2015.",http://outbreaknewstoday.com/california-pertussis-cases-top-10000-for-2014/,,,,,,,,,,,,,,
Whooping Cough,Whooping Cough,U.S. ,"Colorado, Weld County",,North America,40.5266,-104.48,1/2014-10/2014,2014.0,116.0,0.0,Epidemic,"CBS Denver. ""Whooping Cough Cases Rise in Weld County, Impact Schools."" October 3, 2014.",http://denver.cbslocal.com/2014/10/03/whooping-cough-cases-rise-in-weld-county-impact-schools/,,,,,,,,,,,,,,
Whooping Cough,Whooping Cough,U.S. ,"Delaware, Kent County",,North America,39.14406,-75.43447,2/2014,2014.0,48.0,0.0,Cluster,"Montgomery, Jeff and Bothum, Kelly. ""Whooping cough hits Kent County Amish community."" Delaware Online. February 7, 2014.
",http://www.delawareonline.com/article/20140208/HEALTH/302080029/Whooping-cough-hits-Kent-County-Amish-community,,,,,,,,,,,,,,
Whooping Cough,Whooping Cough,U.S. ,Idaho,,North America,43.47877,-116.24203,1/2014-9/2014,2014.0,287.0,1.0,Epidemic,"KPVI. ""Idaho Attributes Increase in Pertussis to Low Vaccination Rates."" n.d.",http://www.kpvi.com/content/news/local/story/Idaho-Attributes-Increase-in-Pertussis-to-Low/M2FEtvj900SynGy_dNF1Tw.cspx,,,,,,,,,,,,,,
Mumps,Mumps,U.S. ,Idaho,,North America,46.72881,-117.01261,11/2014,2014.0,10.0,0.0,Cluster,"Idaho Department of Health and Welfare. ""Mumps Outbreak Involving University of Idaho Students Prompts Public Health Officials to Urge Students to Check Vaccination Records and Get Vaccinated."" November 21, 2014.",http://www.healthandwelfare.idaho.gov/Default.aspx?tabid=130&ctl=ArticleView&mid=3061&articleId=1801,,,,,,,,,,,,,,
Whooping Cough,Whooping Cough,U.S. ,"Illinois, Staunton",,North America,39.0108,-89.7878,10/2014-11/2014,2014.0,24.0,0.0,Cluster,"Madden, Roche. ""CDC monitoring whooping cough outbreak in Staunton, Illinois."" KPLR St. Louis. October 29, 2014.",http://kplr11.com/2014/10/29/cdc-monitoring-whooping-cough-outbreak-in-staunton-illinois/,,,,,,,,,,,,,,
Whooping Cough,Whooping Cough,U.S. ,"Kansas, Barton County",,North America,38.36138,-98.76515,12/2014,2014.0,1.0,1.0,Isolated,"Fasbinder, Devon. ""Whooping cough kills six-week-old boy in Barton County."" KWCH. January 27, 2015.  ",http://www.kwch.com/news/local-news/Whooping-cough-kills-six-week-old-boy-in-Barton-County/30955922,,,,,,,,,,,,,,
Whooping Cough,Whooping Cough,U.S. ,"Maine, York County",,North America,43.38453,-70.54399,4/2014,2014.0,6.0,0.0,Cluster,"Liepman, Lindsay. ""Whooping cough cases on the rise."" WMTW. April 30, 2014.",http://www.wmtw.com/health/whooping-cough-cases-on-the-rise/25740834,,,,,,,,,,,,,,
Whooping Cough,Whooping Cough,U.S. ,"Massachusetts, Barstable County",,North America,41.7200,-70.2500,11/2014,2014.0,17.0,0.0,Cluster,"CapeCod.com NewsCenter. ""17 Falmouth Students Out WIth Whooping Cough."" November 19, 2014.",http://www.capecod.com/newscenter/falmouth-students-whooping-cough/,,,,,,,,,,,,,,
Whooping Cough,Whooping Cough,U.S. ,Michigan,,North America,42.59387,-85.90844,1/2014-12/2014,2014.0,1424.0,0.0,Epidemic,"Tanner, Kristi. ""Whooping cough cases keep climbing in Michigan."" Detroit Free Press. February 17, 2017. ",http://www.freep.com/story/opinion/contributors/raw-data/2017/02/17/whooping-cough-rise-michigan/97986438/,,,,,,,,,,,,,,
Whooping Cough,Whooping Cough,U.S. ,"Minnesota, Goodhue County",,North America,44.4100,-92.7200,11/2014,2014.0,11.0,0.0,Cluster,"Simmons, Taj. ""Zumbrota-Mazeppa schools dealing with whooping cough outbreak."" KTTC. November 18, 2014.",http://www.kttc.com/story/27422372/2014/11/18/zumbrota-mazeppa-schools-dealing-with-whooping-cough-outbreak,,,,,,,,,,,,,,
Whooping Cough,Whooping Cough,U.S. ,Montana,,North America,47.49418,-111.28334,1/2014-12/2014,2014.0,423.0,0.0,Epidemic,"DeMarco, Margaret. ""3rd case of pertussis confirmed at CMR in Great Falls."" December 11, 2014.",http://www.krtv.com/news/3rd-case-of-pertussis-confirmed-at-cmr-in-great-falls/,,,,,,,,,,,,,,
Whooping Cough,Whooping Cough,U.S. ,Nebraska,,North America,40.81056,-96.68028,12/2014,2014.0,110.0,0.0,Epidemic,"Ozaki, Andrew. ""Lincoln health officials seeing unprecedented number of whooping cough cases."" KETV. December 26, 2014.",http://www.ketv.com/news/lincoln-health-officials-seeing-unprecedented-number-of-whooping-cough-cases/30415802,,,,,,,,,,,,,,
Whooping Cough,Whooping Cough,U.S. ,"Nevada, Elko County",,North America,41.1300,-115.3500,7/2014-11/2014,2014.0,14.0,0.0,Cluster,"Elko Daily Free Press. ""Whooping cough outbreak in Elko County."" October 30, 2014.",http://elkodaily.com/news/pertussis-outbreak-in-elko-county/article_f30bc607-9aea-5462-b5cb-1d5cff469f70.html,,,,,,,,,,,,,,
Whooping Cough,Whooping Cough,U.S. ,"New Jersey, Princeton",,North America,40.3571,-74.6702,10/2014-11/2014,2014.0,3.0,0.0,Cluster,"Knapp, Krystal. ""Another Case of Whooping Cought Confirmed in Princeton Public Schools."" Princeton Planet. October 27, 2014.",http://planetprinceton.com/2014/10/27/another-case-of-whooping-cough-confirmed-in-princeton-public-schools/,,,,,,,,,,,,,,
Whooping Cough,Whooping Cough,U.S. ,"New York, Clinton County",,North America,44.79042        ,-73.60058,12/2014,2014.0,2.0,0.0,Cluster,"Livingston, Ashleigh. ""Pertussis confirmed in Clinton County schools."" Press Republican. December 3, 2014.",http://www.pressrepublican.com/news/local_news/pertussis-confirmed-in-clinton-county-schools/article_b06299d8-148d-5200-9bd1-cfadcff10f47.html,,,,,,,,,,,,,,
Whooping Cough,Whooping Cough,U.S. ,"New York, Erie County",,North America,43.02163,-78.96573,11/2014,2014.0,13.0,0.0,Cluster,"WGRZ. ""Uptick in pertussis cases reported in Erie County."" December 10, 2014.",http://www.wgrz.com/story/news/health/2014/12/09/pertussis-erie-county-november/20140395/,,,,,,,,,,,,,,
Whooping Cough,Whooping Cough,U.S. ,North Carolina,,North America,35.59314,-82.47528,12/2014,2014.0,19.0,0.0,Cluster,"Field, Carla. ""Whooping cough outbreak reported in WNC."" WYFF. December 12, 2014.",http://www.wyff4.com/news/Whooping-cough-outbreak-reported-in-WNC/30200514,,,,,,,,,,,,,,
Measles,Measles,U.S. ,North Carolina,,North America,35.58486,-80.81007,12/2014,2014.0,1.0,0.0,Isolated,"Neporent, Liz. ""Why New North Carolina Measles Cases Worries Health Officials."" ABC News. December 30, 2014.",http://abcnews.go.com/Health/north-carolina-measles-cases-worries-health-officials/story?id=27903231,,,,,,,,,,,,,,
Whooping Cough,Whooping Cough,U.S. ,"Ohio, Cincinnati",,North America,39.1000,-84.5167,11/2014,2014.0,20.0,0.0,Cluster,"Graham, Gordon. ""Whooping cough outbreak strikes two area schools."" Fox 19. November 12, 2014.",http://www.fox19.com/story/27356205/whooping-cough-outbreak-strikes-two-area-schools,,,,,,,,,,,,,,
Whooping Cough,Whooping Cough,U.S. ,"Ohio, Logan County", ,North America,40.36116,-83.75966,4/2014-6/2014,2014.0,10.0,0.0,Cluster,"Bondus, Brian. ""Bellefontaine schools see pertussis outbreak."" Springfield News-Sun. June 6, 2014.",http://www.limaohio.com/news/news/1407377/Bellefontaine-schools-see-pertussis-outbreak,,,,,,,,,,,,,,
Mumps,Mumps,U.S. ,Ohio,,North America,39.96118,-82.99879,1/2014-8/2014,2014.0,483.0,0.0,Epidemic,"Franko, Cantelle. ""Ohio measles outbreak appears to end, with 377 total cases; officials still watching for mumps."" Associated Press. September 9, 2014.",http://www.dailyjournal.net/view/story/78f17758774942db88ac74b5846319f8/OH--Measles-Ohio/,,,,,,,,,,,,,,
Whooping Cough,Whooping Cough,U.S. ,Oregon,,North America,36.26615,-94.47998,9/2014-12/2014,2014.0,29.0,0.0,Cluster,"Lodi News-Sentinel, ""San Joaquin County reports death from whooping cough ."" March 6, 2015.",http://www.lodinews.com/news/article_691509ea-c3d9-11e4-9b64-bbc28dc835c9.html,,,,,,,,,,,,,,
Whooping Cough,Whooping Cough,U.S. ,"Pennsylvania, Allegheny County",,North America,40.44508,-80.00877,1/2014-11/2014,2014.0,140.0,0.0,Epidemic,"WTAE. ""Allegheny County Health Department Reports Growing Incidence of Pertussis."" December 11, 2014.",http://www.wtae.com/health/allegheny-county-health-department-reports-growing-incidence-of-pertussis/30177816,,,,,,,,,,,,,,
Mumps,Mumps,U.S. ,"Pennsylvania, Pittsburgh",,North America,40.43918,-79.98966,12/2014,2014.0,5.0,0.0,Cluster,"Born, Molly. ""Mumps outbreak stumps Allegheny County health officials."" Pittsburgh-Post Gazette. January 7, 2015.",http://www.post-gazette.com/news/health/2015/01/07/Mumps-outbreak-stumps-Allegheny-County-health-officials/stories/201501070175,,,,,,,,,,,,,,
Whooping Cough,Whooping Cough,U.S. ,"Pennsylvania, Pittsburgh",,North America,40.44062,-79.99589,5/2014,2014.0,11.0,0.0,Cluster,"News 11. ""11 cases of whooping cough reported at local high school; Officials urge vaccinating."" May 14, 2014.",http://www.wpxi.com/news/news/local/11-cases-whooping-cough-confirmed-allderdice-high-/nfwSs/,,,,,,,,,,,,,,
Whooping Cough,Whooping Cough,U.S. ,South Carolina,,North America,34.90462,-82.64834,1/2014-5/2014,2014.0,30.0,0.0,Cluster,"Osby, Liv. ""Whooping cough causes concern in Pickens County."" Greenville Online. May 12, 2014.",http://www.greenvilleonline.com/story/news/local/2014/05/12/whooping-cough-causes-concern-pickens-county/8987555/,,,,,,,,,,,,,,
Whooping Cough,Whooping Cough,U.S. ,South Dakota,,North America,44.49082,-103.85937,5/2014,2014.0,10.0,0.0,Epidemic,"Watson, Mark. ""Whooping cough outbreak in Spearfish."" Black Hills Pioneer. May 23, 2014.",http://www.bhpioneer.com/local_news/article_eac415a6-e290-11e3-9878-001a4bcf887a.html,,,,,,,,,,,,,,
Whooping Cough,Whooping Cough,U.S. ,Utah,,North America,41.26026,-111.95225,1/2014-12/2014,2014.0,748.0,0.0,Epidemic,"Wood, Benjamin. ""East High School fighting whooping cough outbreak."" Salt Lake Tribune. December 4, 2014.",http://www.sltrib.com/news/1908090-155/east-high-school-fighting-whooping-cough,,,,,,,,,,,,,,
Whooping Cough,Whooping Cough,U.S. ,"Virginia, Lynchburg",,North America,37.41375,-79.14225,2/2014,2014.0,1.0,0.0,Isolated,"Brooke, Katie. ""Whooping Cough Cases Increases."" ABC 13. February 24,2014.",http://www.wset.com/story/24808757/whooping-cough-cases-increasing,,,,,,,,,,,,,,
Whooping Cough,Whooping Cough,U.S. ,Virginia,,North America,38.90855,-77.24052,8/2014-9/2014,2014.0,4.0,0.0,Cluster,"Cooper, Rebecca. ""After 3 confirmed cases in Montgomery County, whooping cough spreads to Fairfax County."" ABC News 7. September 1, 2014.",http://www.wjla.com/articles/2014/09/after-3-confirmed-cases-in-montgomery-county-whooping-cough-spreads-to-fairfax-county-106658.html,,,,,,,,,,,,,,
Whooping Cough,Whooping Cough,U.S. ,Virginia,,North America,36.89494,-82.11608,11/2014,2014.0,18.0,0.0,Cluster,"Trent, Amy. ""Health officials: Look out for pertussis symptoms."" Lynchburg News and Advance. December 10, 2014.",http://www.newsadvance.com/news/local/pertussis-cases-increasing-in-southwestern-virginia/article_68bc8884-8085-11e4-b9d8-d360dd5c2e53.html,,,,,,,,,,,,,,
Mumps,Mumps,U.S. ,Wisconsin Madison,,North America,43.07305,-89.40123,4/2014,2014.0,5.0,0.0,Cluster,"Welter, Janet. ""Mumps - USA (04): (WI) Update."" ProMED Mail. April 18, 2014.",http://www.promedmail.org/direct.php?id=2413572,,,,,,,,,,,,,,
Measles,Measles,U.S. ,Nationwide,,North America,37.090240,-95.712891,1/2014-12/2014,2014.0,667.0,0.0,Epidemic,"Fox47. ""Officials confirm 1st measles case in Michigan this year."" March 29, 2017. ",http://www.fox47news.com/yes/yestohealth/officials-confirm-1st-measles-case-in-michigan-this-year,,,,,,,,,,,,,,
Measles,Measles,U.S. ,Minnesota,,North America,45.01632,-93.71910,2/2015,2015.0,1.0,0.0,Isolated,"Center for Disease Control and Prevention. "" Measles Cases and Outbreaks."" February 20, 2015.",http://www.cdc.gov/measles/cases-outbreaks.html,,,,,,,,,,,,,,
Measles,Measles,U.S. ,"Alaska, Fairbanks",,North America,64.83778,-147.71596,6/2015,2015.0,1.0,0.0,Secondary,"Hanlon, Tegan. ""Fairbanks man who traveled to Mongolia has measles, Alaska's first case in 15 years."" Alaska Dispatch News. June 9, 2015. ",http://www.adn.com/article/20150609/fairbanks-measles-case-alaskas-first-more-decade-health-officials-say,,,,,,,,,,,,,,
Measles,Measles,U.S. ,Arizona,,North America,35.03130,-110.47163,2015-02-01T00:00:00Z,2015.0,7.0,0.0,Secondary,"Center for Disease Control and Prevention. ""U.S. Multi-state Measles Outbreak 2014—2015."" February 20, 2015. ",http://www.cdc.gov/measles/multi-state-outbreak.html,,,,,,,,,,,,,,
Whooping Cough,Whooping Cough,U.S. ,Arizona,,North America,33.240560,-109.283153,9/2015,2015.0,8.0,0.0,Cluster,"Bell, David. ""Graham keeping close eye on Greenlee pertussis cases."" Eastern Arizona Courier. September 1, 2015. ",http://www.eacourier.com/news/graham-keeping-close-eye-on-greenlee-pertussis-cases/article_43425666-4ded-11e5-9d14-93621c811cfc.html,,,,,,,,,,,,,,
Measles,Measles,U.S. ,"Berkeley, California",,North America,37.87159,-122.27275,9/2015,2015.0,1.0,0.0,Isolated,"Outbreak News Today. ""Measles confirmed in UC Berkeley student, community encouraged to vaccinate."" September 1, 2015",http://outbreaknewstoday.com/measles-confirmed-in-uc-berkeley-student-community-encouraged-to-vaccinate-35299/,,,,,,,,,,,,,,
Measles,Measles,U.S. ,"California, Disneyland",,North America,33.81049,-117.91900,1/2015-3/2015,2015.0,129.0,0.0,Epidemic,"California Department of Public Health. ""Measles.""March 6, 2015.",http://www.cdph.ca.gov/HealthInfo/discond/Documents/Measles_update_3_-_6_-_2015_public.pdf,,,,,,,,,,,,,,
Whooping Cough,Whooping Cough,U.S. ,California,,North America,37.91759, -121.17104 ,1/2015-3/2015,2015.0,23.0,2.0,Cluster,"Lodi News-Sentinel. ""San Joaquin County reports death from whooping cough ."" March 6, 2015. ",http://www.lodinews.com/news/article_691509ea-c3d9-11e4-9b64-bbc28dc835c9.html,,,,,,,,,,,,,,
Measles,Measles,U.S. ,Colorado,,North America,39.64026,-106.37420,1/2015,2015.0,1.0,0.0,Secondary,"California Department of Public Health. ""Measles."" January 21, 2015.",http://www.cdph.ca.gov/HealthInfo/discond/Pages/Measles.aspx,,,,,,,,,,,,,,
Measles,Measles,U.S. ,Delaware,,North America,39.53930,-75.66736,1/2015,2015.0,1.0,0.0,Isolated,"Lehman, Tom. ""Woman in New Castle County contracts measles, first Delaware case since 2012."" WDEL 1150 AM. January 31, 2015. ",http://www.wdel.com/story.php?id=65870,,,,,,,,,,,,,,
Measles,Measles,U.S. ,Florida,,North America,27.69477, -80.54384 ,4/2015,2015.0,5.0,0.0,Cluster,"Mayk, Lauren. ""Measles cases reported in Florida."" News Channel 8. May 4, 2015. ",http://www.wfla.com/story/28974297/measles-cases-reported-in-florida,,,,,,,,,,,,,,
Measles,Measles,U.S. ,Georgia,,North America,32.17507,-82.85450,1/2015-2/2015,2015.0,1.0,0.0,Isolated,"Center for Disease Control and Prevention. ""Measles Cases and Outbreaks."" February 20, 2015. ",http://www.cdc.gov/measles/cases-outbreaks.html,,,,,,,,,,,,,,
Measles,Measles,U.S. ,Georgia,,North America,34.23585, -84.14351 ,5/2015,2015.0,1.0,0.0,Isolated,"11 Alive. ""CDC to release results of measles tests."" May 7, 2015. ",http://www.11alive.com/story/news/local/suwanee/2015/05/06/measles-forsyth-county/70890294/,,,,,,,,,,,,,,
Mumps,Mumps,U.S. ,Idaho,,North America,43.61871,-116.21461,2/2015,2015.0,21.0,0.0,Epidemic,"Fonda, Brandon. ' Mumps outbreak in Moscow makes its way to Boise."" Idaho ON Your Side. February 8, 2015.  ",http://www.jrn.com/kivitv/news/Mumps-outbreak-in-Moscow-makes-its-way-to-Boise-291131761.html,,,,,,,,,,,,,,
Mumps,Mumps,U.S. ,"Illinois, Champaign-Urbana",,North America,40.101952,-88.22716200000002,8/2015,2015.0,101.0,0.0,Epidemic,"Pressey, Debra. ""Updated: Number of mumps cases tops 100 in local outbreak; more clinics set."" The News Gazette. August 26, 2015.",http://www.news-gazette.com/news/local/2015-08-26/updated-number-mumps-cases-tops-100-local-outbreak-more-clinics-set.html,,,,,,,,,,,,,,
Mumps,Mumps,U.S. ,"Illinois, McLean County",,North America,40.5352293,-89.01434819999997,9/2015,2015.0,16.0,0.0,Cluster,"Ragusa, Joe. ""Mumps outbreak declared at Heartland Community College."" WJBC Local News. September 16, 2015.",http://www.wjbc.com/2015/09/16/mumps-outbreak-declared-at-heartland-community-college/,,,,,,,,,,,,,,
Mumps,Mumps,U.S. ,"Illinois, McLean County",,North America,40.484864 ,-88.975651,10/2015,2015.0,3.0,0.0,Cluster,"James, Terry. ""Mumps outbreak at Bloomington High School."" WJBC. October 1, 2015. ",http://www.wjbc.com/2015/10/01/mumps-outbreak-at-bloomington-high-school/,,,,,,,,,,,,,,
Measles,Measles,U.S. ,Illinois,,North America,39.78172, -89.65015 ,1/2015-3/2015,2015.0,15.0,0.0,Cluster,"Center for Disease Control and Prevention. ""Measles Cases and Outbreaks."" March 13, 2015. ",http://www.cdc.gov/measles/cases-outbreaks.html,,,,,,,,,,,,,,
Whooping Cough,Whooping Cough,U.S. ,Indiana,,North America,38.60561,-86.10109,1/2015,2015.0,3.0,0.0,Epidemic,"Ragsdale, Travis. ""Health officials warn against Whooping Cough as cases appear in southern Indiana."" WDRB.com. January 14, 2015.",http://www.wdrb.com/story/27853773/health-officials-warn-against-whooping-cough-as-cases-appear-in-southern-indiana,,,,,,,,,,,,,,
Mumps,Mumps,U.S. ,Iowa,,North America,41.66990,-91.59840,8/2015,2015.0,15.0,0.0,Cluster,"Carlson, Mark. ""As mumps cases increase in Johnson County, officials push vaccination."" KCRG. August 19, 2015",http://www.kcrg.com/subject/news/health/as-mumps-cases-increase-in-johnson-county-officials-push-vaccination-20150819,,,,,,,,,,,,,,
Whooping Cough,Whooping Cough,U.S. ,"Kansas, Barton County",,North America,38.36138,-98.76515,6/2015,2015.0,27.0,0.0,Cluster,"Hadfield, Molly. ""27 Confirmed Cases of Whooping Cough in 2015 in Barton County."" KSN. June 16, 2015. ",http://ksn.com/2015/06/16/27-confirmed-cases-of-whooping-cough-in-2015-in-barton-county/,,,,,,,,,,,,,,
Whooping Cough,Whooping Cough,U.S. ,"Kansas, Reno County",,North America,37.95696,-98.04652,7/2015,2015.0,41.0,0.0,Epidemic,"Green, John.  ""Whooping cough outbreak won't give up."" Hutchinson News.  July 25, 2015.",http://www.hutchnews.com/news/local_state_news/whooping-cough-outbreak-won-t-give-up/article_be45552e-7d31-5647-b2e0-1f76fa58365f.html,,,,,,,,,,,,,,
Whooping Cough,Whooping Cough,U.S. ,"Kentucky, Edgewood",,North America,39.0186719,-84.58188799999999,8/2015,2015.0,9.0,0.0,Cluster,"Bonis, Liz. ""Health Alert: Rise in cases of Whooping Cough."" Local 12 WKRC Cincinnati. September 8, 2015.",http://www.local12.com/news/features/top-stories/stories/Health-Alert-Rise-in-cases-of-Whooping-Cough-201756.shtml,,,,,,,,,,,,,,
Measles,Measles,U.S. ,Michigan,,North America,42.59106,-83.32700,1/2015,2015.0,1.0,0.0,Isolated,"McNeill, John. ""Measles case recorded in Eastern Michigan."" WIN 98.5 News. January 24, 2015.",http://wincountry.com/news/articles/2015/jan/24/measles-case-recorded-in-eastern-michigan/,,,,,,,,,,,,,,
Other,Chicken Pox,U.S. ,Michigan,,North America,43.294941,-86.126106,12/2015,2015.0,4.0,0.0,Cluster,"Miller, Sarah. ""Chicken Pox Virus Spreads Through School Bus."" Live Science. September 8, 2016. ",http://www.livescience.com/56031-chickenpox-school-bus.html?utm_source=Twitter&utm_medium=Twitter&utm_campaign=socialtwitterls&cmpid=social_ls_514645,,,,,,,,,,,,,,
Mumps,Mumps,U.S. ,"Missouri, Columbia County", ,North America,38.94038,-92.3277,7/2015,2015.0,6.0,0.0,Cluster,"Addo, Koran. ""Health officials monitoring undisclosed number of people after Mizzou mumps outbreak."" St. Louis Post-Dispatch. July 28, 2015. ",http://www.stltoday.com/lifestyles/health-med-fit/health-officials-monitoring-undisclosed-number-of-people-after-mizzou-mumps/article_d159f5ba-2f97-5819-9f7f-46b1214c1a01.html ,,,,,,,,,,,,,,
Other,Chicken Pox,U.S. ,"Missouri, Kansas City",,North America,39.09973,-94.57857,9/2015,2015.0,2.0,0.0,Cluster,"McCollough, Andy. ""Kelvin Herrera, Alex Rios infected as chickenpox hits Royals' clubhouse."" The Kansas City Star. September 1, 2015. ",http://www.kansascity.com/sports/mlb/kansas-city-royals/article33222444.html,,,,,,,,,,,,,,
Measles,Measles,U.S. ,Missouri,,North America,44.97399,-93.22773,1/2015,2015.0,1.0,0.0,Isolated,"Smith, Mary Lynn. ""University of Minnesota student diagnosed with measles; other students, doctors alerted."" Star Tribune. January 29, 2015. ",http://www.startribune.com/lifestyle/health/290151131.html,,,,,,,,,,,,,,
Measles,Measles,U.S. ,Nebraska,,North America,41.26570,-96.10507,1/2015,2015.0,3.0,0.0,Cluster,"NTV. ""Second case of measles in Nebraska confirmed in Lincoln county."" April 17, 2017. ",http://nebraska.tv/news/local/second-case-of-measles-in-nebraska-confirmed-in-lincoln-county,,,,,,,,,,,,,,
Measles,Measles,U.S. ,"Nevada, Clark County",,North America,36.07956,-115.09405,1/2015-2/2015,2015.0,9.0,0.0,Cluster,"Center for Disease Control and Prevention. "" Measles Cases and Outbreaks."" February 20, 2015.",http://www.cdc.gov/measles/cases-outbreaks.html,,,,,,,,,,,,,,
Whooping Cough,Whooping Cough,U.S. ,"New Jersey, Ocean County",,North America,39.9652553,-74.3118212,11/2015,2015.0,3.0,0.0,Secondary,"Wall, Karen. ""Whooping Cough Outbreak Reported In Ocean County: Report."" Brick Patch. November 11, 2015. ",http://patch.com/new-jersey/brick/whooping-cough-outbreak-reported-ocean-county-report-0,,,,,,,,,,,,,,
Measles,Measles,U.S. ,New Jersey,,North America,39.80559, -74.55947 ,1/2015-3/2015,2015.0,2.0,0.0,Cluster,"Center for Disease Control and Prevention. "" Measles Cases and Outbreaks."" March 13, 2015.",http://www.cdc.gov/measles/cases-outbreaks.html,,,,,,,,,,,,,,
Measles,Measles,U.S. ,New Jersey,,North America,40.53012,-74.31693,5/2015,2015.0,1.0,0.0,Isolated,"NBC News. ""Health Officials Issue Warning After Measles Case Confirmed in New Jersey."" May 28, 2015.",http://www.nbcnewyork.com/news/local/Measles-New-Jersey-Case-Funeral-Home-Middlesex-County-Symptoms-Contagious-Disease-Viral-Illness-305355471.html,,,,,,,,,,,,,,
Mumps,Mumps,U.S. ,Texas,,North America,31.968599,-99.901813,5/2015,2015.0,2.0,0.0,Cluster,"KVUE NBC. ""6 other likely mumps cases at UT, 2 confirmed."" May 22, 2015.",http://www.kvue.com/news/health/6-other-likely-mumps-cases-at-ut-2-confirmed/152552600,,,,,,,,,,,,,,
Mumps,Mumps,U.S. ,Wisconsin,,North America,43.784440,-88.787868,10/2015,2015.0,6.0,0.0,Cluster,"WMTV. ""UPDATE: Six new cases of mumps confirmed at UW-Whitewater."" October 26, 2015.",http://www.nbc15.com/home/headlines/UW-330014511.html,,,,,,,,,,,,,,
Whooping Cough,Whooping Cough,U.S. ,"New Mexico, Curry County",,North America,34.5751567,-103.2663479,1/2015-11/2015,2015.0,13.0,0.0,Cluster,"Deming Headlight. ""Whooping Cough cases increase
."" November 2, 2015.  ",http://www.demingheadlight.com/story/news/2015/11/02/whooping-cough-cases-increase/75060900/,,,,,,,,,,,,,,
Whooping Cough,Whooping Cough,U.S. ,"New York, Batavia",,North America,43.0102323,-78.1815803,1/2015-11/2015,2015.0,7.0,0.0,Cluster,"Fath, Rebecca. ""Cases of whooping cough reported in Batavia, Rochester."" News 10 WHEC Rochester. November 11, 2015. ",http://www.whec.com/article/stories/s3960499.shtml,,,,,,,,,,,,,,
Whooping Cough,Whooping Cough,U.S. ,"New York, Brooklyn",,North America,40.6781784,-73.9441579,10/2014-10/2015,2015.0,109.0,0.0,Epidemic,"New York City Department of Health and Mental Hygiene, ""ALERT # 40: Pertussis in New York City."" October 19, 2015.",https://a816-health30ssl.nyc.gov/sites/nychan/Lists/AlertUpdateAdvisoryDocuments/Pertussis%20Alert%20_10_16_15final.pdf,,,,,,,,,,,,,,
